,date,low,high,open,close,volume
31,2022-01-02 07:00:00,47117.52678202,47294.7337991,47120.54979448,47185.33823648,23388.368946360002
32,2022-01-02 08:00:00,47011.13809792,47252.39278704,47190.05696725,47213.12546053,57498.857027340004
33,2022-01-02 09:00:00,47150.93147801,47479.09831231,47229.21658144,47283.46270174,48712.73386343
34,2022-01-02 10:00:00,47175.34819007,47365.49933458,47269.76151352,47175.34819007,6432.62652018
35,2022-01-02 11:00:00,47186.79588665,47384.32607653,47209.1981625,47218.22195019,1928.75875786
36,2022-01-02 12:00:00,47028.81523204,47410.59960147,47229.60959988,47295.79677239,23719.58219918
37,2022-01-02 13:00:00,47094.15992103,47300.88878086,47296.1589676,47142.1817963,140580.73151372
38,2022-01-02 14:00:00,47023.7711823,47190.4390012,47125.72278985,47112.40761795,16628.472494050002
39,2022-01-02 15:00:00,47072.05795607,47363.78837125,47126.86645101,47332.74112641,65025.62174914
40,2022-01-02 16:00:00,47294.14396531,47838.55934197,47336.29115116,47796.66816102,85997.36489865
41,2022-01-02 17:00:00,47370.11673127,47944.09541228,47824.98413464,47385.40791361,62409.4837422
42,2022-01-02 18:00:00,46683.05211506,47374.14247361,47374.14247361,47043.95122692,297398.81182959
43,2022-01-02 19:00:00,46849.08537018,47224.11576217,47004.58927933,46921.61500502,117323.46925021001
44,2022-01-02 20:00:00,46819.16279967,47041.73437863,46909.46386183,47015.00407225,14142.9827665
45,2022-01-02 21:00:00,46922.13993479,47167.51498715,46988.53505169,47013.73335335,31200.5765298
46,2022-01-02 22:00:00,47033.68007581,47400.13527042,47033.68007581,47261.83836667,2830.04040463
47,2022-01-02 23:00:00,47253.8023618,47462.5161049,47318.3,47288.95634624,31511.858649330003
48,2022-01-03 00:00:00,47074.53965461,47271.2852096,47271.2852096,47074.53965461,1673.67704511
49,2022-01-03 01:00:00,46983.30830814,47135.59124774,47028.40510833,47107.65270486,4153.9121089499995
50,2022-01-03 02:00:00,46878.54830149,47106.03008684,47105.29729356,46994.82871383,25083.006405379998
51,2022-01-03 03:00:00,46737.60287419,47083.94435962,47005.29122304,46804.1,25921.25781778
52,2022-01-03 04:00:00,46767.68005114,46947.79967863,46785.2,46834.49948123,1034.89624877
53,2022-01-03 05:00:00,46790.4,47215.10640325,46832.15778052,47091.54881216,44059.74888649
54,2022-01-03 06:00:00,46912.43558276,47109.47253891,47094.91198985,46914.17726649,21729.52133209
55,2022-01-03 07:00:00,46877.3329598,47084.47174792,46913.26511252,47072.41813131,26538.24379452
56,2022-01-03 08:00:00,46932.46546368,47138.63003565,47061.11244739,46999.78787418,47087.44070829
57,2022-01-03 09:00:00,46790.15675811,47108.90376959,46990.62056745,46978.55647476,21952.38459854
58,2022-01-03 10:00:00,47017.7,47248.89301525,47017.7,47143.13423235,75280.34328043
59,2022-01-03 11:00:00,47168.02947773,47422.49533937,47168.02947773,47411.13720987,46010.66930452
60,2022-01-03 12:00:00,47186.4402959,47561.1420632,47384.22230602,47192.40178609,60542.694386970004
61,2022-01-03 13:00:00,47153.52387523,47359.95343782,47230.52519565,47153.52387523,54750.59077276
62,2022-01-03 14:00:00,46789.2,47264.5776319,47135.21557489,46852.12836893,421586.50900936
63,2022-01-03 15:00:00,46615.40000001,47006.95476246,46862.54081541,46673.71367778,21181.23162678
64,2022-01-03 16:00:00,46296.48825541,46737.27555562,46653.36505997,46486.15430732,72718.99009865
65,2022-01-03 17:00:00,46422.37334928,46790.23828946,46480.3432184,46599.22213827,103413.42504832
66,2022-01-03 18:00:00,46427.92018273,46760.76797822,46582.7092882,46470.08814722,115566.53820334
67,2022-01-03 19:00:00,46371.54919492,46645.39503256,46493.52263345,46388.44166741,29084.06799388
68,2022-01-03 20:00:00,45700.0,46392.04298285,46342.11817972,45917.0338172,222047.91989153
69,2022-01-03 21:00:00,45821.10563137,46251.15176811,45917.73235526,45981.8066148,31747.03829405
70,2022-01-03 22:00:00,45973.93456676,46449.90665637,45980.11041495,46223.05327701,25030.26487689
71,2022-01-03 23:00:00,46185.83792226,46582.37159247,46234.05249823,46433.43354842,62746.507956140005
72,2022-01-04 00:00:00,46160.88764367,46535.67550339,46498.27954107,46217.88509561,46794.69268276
73,2022-01-04 01:00:00,46050.42558855,46400.32554248,46245.17293445,46059.67817383,982.45667023
74,2022-01-04 02:00:00,45962.59744081,46238.07041162,46100.98762566,46113.84199977,33711.74160623
75,2022-01-04 03:00:00,46015.91964164,46376.7289995,46147.87407076,46326.90982932,717.093299
76,2022-01-04 04:00:00,46048.64034661,46399.37381801,46316.59459423,46089.03465531,33642.18809299
77,2022-01-04 05:00:00,46022.57399544,46287.05592571,46072.38228811,46141.06976634,764.96385431
78,2022-01-04 06:00:00,46057.00767524,46396.80386949,46182.75320142,46381.81463121,603.36113215
79,2022-01-04 07:00:00,46325.40032859,46572.9615429,46346.31331125,46518.36191723,3602.23673264
80,2022-01-04 08:00:00,46403.35387868,46666.64646464,46559.10785672,46500.62318463,51471.640912639996
81,2022-01-04 09:00:00,46311.76094681,46587.36045424,46499.46066405,46361.75314587,829.08886583
82,2022-01-04 10:00:00,46305.97809373,46745.84030911,46371.91640602,46658.17854135,24563.80431835
83,2022-01-04 11:00:00,46651.52810013,46762.5388491,46651.52810013,46715.49513625,163367.94988147
84,2022-01-04 12:00:00,46483.7234468,46741.89150957,46723.68589141,46634.43269193,87053.6941076
85,2022-01-04 13:00:00,46429.47012282,47045.67019065,46635.53140366,46953.06005484,43433.64400116
86,2022-01-04 14:00:00,46839.01301201,47434.70752085,47026.31392734,47373.07792708,318893.08478755
87,2022-01-04 15:00:00,46871.04339061,47514.41968024,47351.34085478,46900.10143382,420303.79350925
88,2022-01-04 16:00:00,46639.84755772,46917.30799712,46917.30799712,46771.05808779,288812.48593607
89,2022-01-04 17:00:00,46536.60303403,46981.53297881,46746.22731491,46536.60303403,33488.05862754
90,2022-01-04 18:00:00,45560.0,46714.50592022,46575.3981532,45705.66327233,681973.91158554
91,2022-01-04 19:00:00,45603.70190994,46456.81605698,45703.0022133,46045.45649558,222337.19136065
92,2022-01-04 20:00:00,45974.3,46400.19542741,46137.45715529,46259.8304038,50950.943541659995
93,2022-01-04 21:00:00,46018.00277259,46296.32008447,46250.56645813,46250.54145282,51867.43589542
94,2022-01-04 22:00:00,45976.50310055,46230.41716697,46197.05142416,46127.90904626,41052.15415943
95,2022-01-04 23:00:00,45773.64737774,46137.57141294,46077.60216424,45824.1269899,97834.77431343
96,2022-01-05 00:00:00,45744.3195806,46273.70104931,45878.14503685,46273.70104931,50151.14464513
97,2022-01-05 01:00:00,46112.31194601,46319.92419973,46265.17363778,46112.31194603,54916.13026548
98,2022-01-05 02:00:00,46128.57276677,46385.03339451,46128.57276677,46306.07863196,4157.45477122
99,2022-01-05 03:00:00,46301.29965714,46517.7,46301.29965714,46420.68874373,90310.44410075
100,2022-01-05 04:00:00,46353.67875192,46529.27683781,46436.69612147,46414.743944,10790.604948670001
101,2022-01-05 05:00:00,46243.70818346,46399.0633234,46396.74348621,46315.40188693,566.3422527600001
102,2022-01-05 06:00:00,46251.16537122,46461.97562616,46302.76618998,46455.00673539,11005.36012919
103,2022-01-05 07:00:00,46347.24056588,46503.73554719,46466.25829172,46407.01240712,35908.58523236
104,2022-01-05 08:00:00,46274.80489248,46687.57836378,46409.52981844,46642.96979375,33865.04206926
105,2022-01-05 09:00:00,46597.76503234,46955.93227942,46672.12795273,46863.73259019,24082.24338502
106,2022-01-05 10:00:00,46687.4,47009.68112255,46860.09709688,46823.83013339,263867.45421728
107,2022-01-05 11:00:00,46128.22989667,46834.33995634,46834.33995634,46265.68124587,143521.19813164
108,2022-01-05 12:00:00,45918.63077227,46342.97745732,46252.96023895,46238.7202125,62687.88861127
109,2022-01-05 13:00:00,46133.47154684,46437.93869512,46229.47505927,46437.93869512,127934.01697162
110,2022-01-05 14:00:00,46191.57083704,46788.12523257,46425.20109926,46735.03294287,160746.38365131
111,2022-01-05 15:00:00,46290.08581302,46814.58341209,46749.78426911,46633.37489811,133939.99466223002
112,2022-01-05 16:00:00,46297.3868855,46673.52404255,46650.29415994,46298.54433017,130473.7739725
113,2022-01-05 17:00:00,46015.03568308,46448.05945815,46302.0,46015.03568308,88370.86377535001
114,2022-01-05 18:00:00,45560.0,46289.714,45983.79145757,45923.7971835,781267.02930117
115,2022-01-05 19:00:00,44536.64987751,46031.47574388,45892.11822117,44655.60940493,1192304.99283543
116,2022-01-05 20:00:00,43750.0,44782.46516241,44622.66346516,43928.8299864,680072.58807858
117,2022-01-05 21:00:00,43471.91714763,44287.39139573,43953.34434582,43605.24305944,190708.96881559002
118,2022-01-05 22:00:00,42458.3417162,43734.91050082,43671.81499555,43401.55837137,321334.56532598997
119,2022-01-05 23:00:00,43266.91269954,43657.03161682,43464.14710162,43423.92221926,28887.95842281
120,2022-01-06 00:00:00,43258.39032993,43726.23389025,43450.36805448,43652.51471251,96178.42776795999
121,2022-01-06 01:00:00,43314.0781808,43752.49225758,43682.41428392,43575.08558048,142408.2600456
122,2022-01-06 02:00:00,43184.89677162,43576.92979082,43507.0581341,43237.46459138,148167.32809845998
123,2022-01-06 03:00:00,42791.25850253,43314.5700467,43272.37258142,42820.27501526,47069.58587593
124,2022-01-06 04:00:00,42620.81819232,43113.89795361,42879.78797363,43039.74567991,136485.74607419
125,2022-01-06 05:00:00,42836.82943958,43228.8,43039.74567992,43046.32360388,209866.59943459003
126,2022-01-06 06:00:00,42908.18468947,43213.51979342,43033.93002206,43115.49999999,20666.508994440002
127,2022-01-06 07:00:00,43029.9662158,43259.89988307,43077.38244318,43253.07849108,93645.25388184
128,2022-01-06 08:00:00,42922.08801724,43254.52825644,43248.22770631,43055.87882773,118324.76243183
129,2022-01-06 09:00:00,42439.524043,43082.14696119,43070.25782952,42563.01724255,92081.94569861
130,2022-01-06 10:00:00,42575.69716187,42932.63671655,42602.9096776,42817.04234919,81633.94662127999
131,2022-01-06 11:00:00,42682.9352875,42933.82373245,42897.57242102,42844.79868408,25848.44721022
132,2022-01-06 12:00:00,42623.00182662,43048.53536657,42896.09137342,43048.53536657,166537.57325985
133,2022-01-06 13:00:00,42905.84803262,43174.89057242,43118.05308316,43154.76403558,153773.51053959
134,2022-01-06 14:00:00,42765.192277,43258.8,43142.89766255,42765.29232339,840918.0147171
135,2022-01-06 15:00:00,42650.18349274,42995.16651937,42784.55108207,42938.93009789,192991.01191462
136,2022-01-06 16:00:00,42742.91643131,43081.00824185,42949.68321769,42854.57329621,50496.17165055
137,2022-01-06 17:00:00,42782.23757482,43169.91616671,42887.83536272,43043.40474639,299671.74608574
138,2022-01-06 18:00:00,42978.05056969,43376.93303144,43023.2697242,43376.93303144,338497.22076464
139,2022-01-06 19:00:00,43246.45000113,43500.0,43337.10848278,43455.44685839,227515.05801985
140,2022-01-06 20:00:00,43113.02014116,43577.22700062,43435.89571098,43224.85405153,369163.88318323996
141,2022-01-06 21:00:00,43084.44154564,43235.30486307,43195.78286004,43125.15714771,69067.82379505
142,2022-01-06 22:00:00,43009.42637748,43226.78320456,43111.12800089,43184.04766218,39003.77989274
143,2022-01-06 23:00:00,43056.56023638,43231.54524719,43188.9763889,43085.07252261,37292.32630001
144,2022-01-07 00:00:00,42719.19765812,43136.89633616,43109.70213461,42780.97583755,157652.37452639
145,2022-01-07 01:00:00,42776.00705474,43012.74762266,42776.00705474,42998.24964612,25372.11971553
146,2022-01-07 02:00:00,42783.71332999,43009.20136364,42949.79657366,42784.18773857,26087.07424821
147,2022-01-07 03:00:00,41573.61020344,42812.78546793,42806.05788073,41783.09681476,439093.81544776
148,2022-01-07 04:00:00,41000.0,41863.09982227,41760.34117746,41675.03431602,377600.27400003
149,2022-01-07 05:00:00,41525.45284325,41924.34307419,41683.40911946,41818.84084767,39886.84356466
150,2022-01-07 06:00:00,41416.66955559,41826.12239282,41803.82377677,41495.23468933,108667.83536923
151,2022-01-07 07:00:00,41211.50002003,41699.56410163,41520.08616399,41699.56410163,187059.09594725998
152,2022-01-07 08:00:00,41623.35737304,42740.17213143,41666.28505364,42053.49600616,448072.9801797
153,2022-01-07 09:00:00,42056.2,42568.57618037,42057.39833213,42380.61968463,9216.777304129999
154,2022-01-07 10:00:00,42172.31101501,42503.16426006,42390.62814013,42172.31101501,219215.71798054
155,2022-01-07 11:00:00,42154.08038024,42328.32028615,42180.70672863,42234.61670953,11850.32875809
156,2022-01-07 12:00:00,42240.2124388,42470.44269201,42269.5462108,42364.49953609,27153.2385671
157,2022-01-07 13:00:00,41250.0,42696.66145094,42389.12685297,41503.43751659,573742.7405787801
158,2022-01-07 14:00:00,41397.92893265,42081.4092266,41401.34471367,41882.42391765,77403.23505298
159,2022-01-07 15:00:00,40640.09892763,41843.28023818,41830.94410095,41306.20476566,485550.3204042
160,2022-01-07 16:00:00,40940.99071959,42284.15484024,41310.14457526,42145.89882514,613764.16777303
161,2022-01-07 17:00:00,41778.80779746,42142.04386429,42106.8,41973.3448206,26733.39237665
162,2022-01-07 18:00:00,41517.57517941,41990.27902953,41990.27902953,41705.05160885,29854.5428994
163,2022-01-07 19:00:00,41517.57517941,41877.68148598,41732.52849823,41769.54344805,81602.40389283
164,2022-01-07 20:00:00,41592.99541296,42031.19064819,41771.15122722,41894.01498366,216791.55980162002
165,2022-01-07 21:00:00,41851.8936423,42021.59784594,41901.05174204,41893.47309436,37746.93228308
166,2022-01-07 22:00:00,41362.02889038,41872.92368082,41872.92368082,41534.31376564,24001.630909710002
167,2022-01-07 23:00:00,41351.2344014,41572.99896775,41482.76558616,41528.93768189,7626.31264856
168,2022-01-08 00:00:00,41563.061325,42087.79706873,41611.29080131,41982.551001,36472.42751169
169,2022-01-08 01:00:00,41863.32129196,42199.86684281,41979.55092349,41875.96546992,30773.2341078
170,2022-01-08 02:00:00,41698.43886,41929.70667203,41887.4399872,41872.97446052,1673.3215378599998
171,2022-01-08 03:00:00,41645.57058127,41892.25304625,41874.7107212,41789.23523215,148202.53066597998
172,2022-01-08 04:00:00,41753.81674114,41969.59002554,41816.88596378,41890.96256757,2161.05513216
173,2022-01-08 05:00:00,41836.86140342,41979.89866182,41877.39982811,41955.68454193,854.04023507
174,2022-01-08 06:00:00,41735.18430093,41984.37965607,41944.29131515,41914.86523339,22289.53827012
175,2022-01-08 07:00:00,41833.23570729,41964.50337228,41911.8191563,41916.1628881,4972.58234741
176,2022-01-08 08:00:00,41909.383501,42150.58478433,41913.01945474,41961.77382781,10175.97576581
177,2022-01-08 09:00:00,41954.56319964,42152.13805742,41954.56319964,42152.13805742,25239.01636058
178,2022-01-08 10:00:00,41825.29863855,42178.3,42158.33441438,41916.41982006,3784.0368498899998
179,2022-01-08 11:00:00,41759.60510541,41949.07382188,41891.87162067,41931.46958804,7198.883024590001
180,2022-01-08 12:00:00,41778.80779746,42046.21117348,41921.89628175,41873.49022667,54179.228057270004
181,2022-01-08 13:00:00,41645.57058127,42014.94771958,41863.39081836,41904.34184656,45143.10986606
182,2022-01-08 14:00:00,41737.28294025,41989.59948328,41879.30954999,41737.28294025,76750.0964233
183,2022-01-08 15:00:00,41481.07767934,41781.84111708,41731.18390107,41597.08116022,216346.78908266
184,2022-01-08 16:00:00,41257.97598472,41724.23150473,41578.49091562,41330.25221824,115863.63993869
185,2022-01-08 17:00:00,40810.70465154,41360.11130883,41336.3369274,40854.46236291,331103.78894154995
186,2022-01-08 18:00:00,40582.4633033,41307.79905212,40925.45732633,40670.9512759,347223.60679363995
187,2022-01-08 19:00:00,40515.18661228,41061.93374832,40666.99869784,40809.22905562,142274.20904802
188,2022-01-08 20:00:00,40704.9,41147.97889462,40809.32989488,40942.23443474,170475.9063261
189,2022-01-08 21:00:00,40932.80805022,42031.19064819,40932.80805022,41816.84971755,45100.07580832
190,2022-01-08 22:00:00,41764.79299553,42289.69522214,41772.32298009,41941.2780318,173413.11657265
191,2022-01-08 23:00:00,41658.40211974,41944.42280226,41920.87507515,41681.21241004,4647.1066424
192,2022-01-09 00:00:00,41389.6423537,41809.03382089,41671.61471015,41742.16795372,88672.89078254
193,2022-01-09 01:00:00,41613.26959171,41899.57923913,41764.72283641,41830.77409991,125983.28793214001
194,2022-01-09 02:00:00,41780.86265242,42163.21546386,41832.0326011,42128.61498387,24792.50026834
195,2022-01-09 03:00:00,41795.84626952,42076.32376994,42076.32376994,41841.69768007,998.7938269699999
196,2022-01-09 04:00:00,41800.06194974,42093.91381563,41831.34146378,42086.56802231,1277.3445952
197,2022-01-09 05:00:00,41718.40837053,42090.26444054,42089.21220524,41760.1556575,44055.264786399996
198,2022-01-09 06:00:00,41675.29530796,41944.39545143,41781.27343901,41871.22786891,14635.92284858
199,2022-01-09 07:00:00,41776.58855807,41902.32205454,41871.22786891,41817.26295187,111563.45407236999
200,2022-01-09 08:00:00,41622.75304908,41951.75846056,41801.4161074,41679.79823117,55676.33425598
201,2022-01-09 09:00:00,41481.71886438,41771.60996521,41713.750742,41511.07640478,6683.479252880001
202,2022-01-09 10:00:00,41421.73215162,41719.67398721,41493.81005551,41636.19241792,12442.0025143
203,2022-01-09 11:00:00,41687.35623599,41971.3655238,41687.35623599,41856.89219418,19726.45319205
204,2022-01-09 12:00:00,41685.01363924,41909.67066437,41874.6949445,41766.62383031,189069.4694041
205,2022-01-09 13:00:00,41479.85790055,41885.44625137,41726.19851697,41479.85790055,44515.35254109
206,2022-01-09 14:00:00,41487.68094758,41756.2,41522.463418,41536.39545608,8117.51509067
207,2022-01-09 15:00:00,41229.3,41685.33346511,41529.9813891,41641.64496312,67142.98464602
208,2022-01-09 16:00:00,41569.65832368,42114.12726426,41622.37086471,42114.12726426,75826.81429701
209,2022-01-09 17:00:00,41893.35683231,42186.02343355,42163.21546386,42088.74943032,15488.9744951
210,2022-01-09 18:00:00,41918.7,42256.2,42076.5391854,41948.37202621,20535.456226219998
211,2022-01-09 19:00:00,41949.46476272,42752.94747189,41968.71861761,42706.50394422,157534.31104896998
212,2022-01-09 20:00:00,42403.72280491,42775.73159469,42697.62053988,42480.81831593,6146.20820046
213,2022-01-09 21:00:00,42288.5,42535.92351347,42446.42924013,42314.66939946,6150.88141329
214,2022-01-09 22:00:00,42116.03509363,42501.8960556,42308.21723973,42202.10434351,2675.4608374500003
215,2022-01-09 23:00:00,41787.57925756,42270.37870735,42222.98608665,41843.023439,69344.59651243
216,2022-01-10 00:00:00,41645.57058127,42024.75907529,41802.27845161,41658.2053223,15275.89669763
217,2022-01-10 01:00:00,41603.42084944,41840.64144377,41668.41647865,41823.13085292,485.10344075
218,2022-01-10 02:00:00,41716.53670869,41991.65363712,41795.84580457,41927.03943267,10435.24693695
219,2022-01-10 03:00:00,41864.71286881,41986.91744579,41921.70410078,41981.21837865,1049.2332669500001
220,2022-01-10 04:00:00,41930.54671244,42235.6883036,41968.83587165,42186.53007623,1504.2837215
221,2022-01-10 05:00:00,41966.65799937,42214.5496463,42214.5496463,42038.55696928,997.32817115
222,2022-01-10 06:00:00,41846.82212283,42028.64987482,42010.78035864,41937.35743967,30452.200862460002
223,2022-01-10 07:00:00,41910.24213654,42150.72245452,41930.48710218,42048.78971734,26717.473423159998
224,2022-01-10 08:00:00,41712.91714001,42111.23866953,42055.665295,41809.15400201,18892.30814843
225,2022-01-10 09:00:00,41707.42233413,41919.63812782,41815.1788985,41796.0488455,25078.56258079
226,2022-01-10 10:00:00,41752.0510566,41966.32918563,41796.2134524,41780.12520962,59622.13134211
227,2022-01-10 11:00:00,41500.0,41760.50896652,41760.50896652,41559.93751447,165501.0255389
228,2022-01-10 12:00:00,40884.66120207,41607.25496952,41553.95739938,40938.90739499,117817.39774109
229,2022-01-10 13:00:00,40737.48765555,41058.87434645,40948.44638435,40763.74894785,147106.44061723
230,2022-01-10 14:00:00,39677.64346425,41247.67812739,40770.09867365,40814.86327228,1329175.52372212
231,2022-01-10 15:00:00,40614.30353895,41200.0,40886.59999999,41004.51176604,248612.77266973
232,2022-01-10 16:00:00,40867.48777721,41953.51963124,40972.42981011,41900.0,286359.22751024
233,2022-01-10 17:00:00,40587.98848636,42100.0,41933.84635108,41207.35106611,1065571.9092532801
234,2022-01-10 18:00:00,41141.80220281,41732.80326429,41256.75699763,41649.11099468,415486.69973225996
235,2022-01-10 19:00:00,41245.73544783,41700.0,41616.93398689,41266.65995994,247543.42850102
236,2022-01-10 20:00:00,41158.5,41765.65945702,41305.20766546,41765.65945702,123224.02623235
237,2022-01-10 21:00:00,41592.5824052,41959.03052352,41702.811549,41739.98214889,53473.382062820005
238,2022-01-10 22:00:00,41526.40002003,41834.5009393,41780.0,41609.25062623,121116.53109134
239,2022-01-10 23:00:00,41517.57517941,41897.4847928,41617.9212301,41836.05855487,19428.35173227
240,2022-01-11 00:00:00,41610.40564586,41882.6199218,41882.6199218,41625.63776454,8954.95358134
241,2022-01-11 01:00:00,41590.20001001,42065.0004789,41616.09025016,41923.98565674,297053.81215524
242,2022-01-11 02:00:00,41834.16691262,42371.87685428,41946.99152242,42197.62464693,12273.94832947
243,2022-01-11 03:00:00,42072.12711588,42261.60166699,42196.70419461,42230.2691661,130341.55497334001
244,2022-01-11 04:00:00,42140.55699285,42355.5,42266.41370408,42332.27033386,34593.734754339996
245,2022-01-11 05:00:00,42034.06034887,42306.54719121,42306.54719121,42112.63399011,354354.17342082004
246,2022-01-11 06:00:00,42001.10132402,42203.78070321,42100.54266339,42072.20884661,12101.57674212
247,2022-01-11 07:00:00,42078.23204575,42230.7081832,42113.87660213,42211.73388132,9750.2624588
248,2022-01-11 08:00:00,41931.99746247,42607.47073622,42225.49725701,41988.54106908,170976.44656937
249,2022-01-11 09:00:00,41860.86719949,42095.73948907,42032.63080322,41962.57624625,19702.760286830002
250,2022-01-11 10:00:00,41614.92163694,42057.5265138,42013.07478754,41614.92163694,78943.49194072999
251,2022-01-11 11:00:00,41605.54403211,41907.98625738,41608.62386458,41856.32755045,50127.64935294
252,2022-01-11 12:00:00,41727.83326683,41973.77982105,41843.16929086,41817.50159282,5099.2114649
253,2022-01-11 13:00:00,41610.36195776,41907.71134019,41800.0,41701.08212101,225618.28456668998
254,2022-01-11 14:00:00,41270.89303265,41826.6555054,41701.08212101,41537.10735555,237955.16709454998
255,2022-01-11 15:00:00,41433.84631413,42189.226985,41710.71088454,41731.52239941,228238.32269682002
256,2022-01-11 16:00:00,41685.59656872,42909.41335184,41768.37994219,42708.86822656,328905.47019722
257,2022-01-11 17:00:00,42342.01112475,43068.4225567,42731.61092629,42571.21309389,308443.01803422003
258,2022-01-11 18:00:00,42424.93600091,42916.70948253,42535.99469543,42739.20404779,22530.44355366
259,2022-01-11 19:00:00,42610.38628747,43077.59154114,42769.1390015,42987.02195601,145438.23684651
260,2022-01-11 20:00:00,42706.13413796,43128.28840629,42971.79767588,42780.29672439,38991.90053173
261,2022-01-11 21:00:00,42654.69072494,42816.62354435,42813.69689867,42676.02547161,14902.59380051
262,2022-01-11 22:00:00,42643.03212558,42803.69999999,42676.0254716,42702.99269993,20773.92474174
263,2022-01-11 23:00:00,42662.41852803,42881.25995128,42700.71719475,42689.99919722,1850.12549633
264,2022-01-12 00:00:00,42604.26183939,42959.82387884,42735.82861691,42714.0812528,2314.89766455
265,2022-01-12 01:00:00,42594.82666904,42742.66822272,42742.66822272,42609.58777467,23375.65272048
266,2022-01-12 02:00:00,42482.3397472,42699.53103664,42694.40897778,42482.3397472,5713.58679228
267,2022-01-12 03:00:00,42538.91863443,42660.0,42574.58369585,42608.81993584,4691.93411733
268,2022-01-12 04:00:00,42500.74989069,42728.46262988,42625.63221605,42617.86419534,113503.37899196999
269,2022-01-12 05:00:00,42561.45251756,42746.66267113,42609.86689611,42701.66215823,4285.9857494200005
270,2022-01-12 06:00:00,42616.74920295,42850.77945627,42731.47068274,42648.02594346,30232.259771240002
271,2022-01-12 07:00:00,42485.20979926,42627.45266585,42572.40929214,42548.41493223,25856.72219503
272,2022-01-12 08:00:00,42512.77447064,42704.94119182,42558.9203512,42601.2608963,75387.96242367
273,2022-01-12 09:00:00,42581.96961668,42917.89999999,42581.96961668,42783.92878902,65741.37189258
274,2022-01-12 10:00:00,42742.87484263,42964.11890214,42786.14257043,42842.85371468,43322.793339280004
275,2022-01-12 11:00:00,42724.54531556,43458.6876344,42801.55784303,42940.7164543,534661.17656437
276,2022-01-12 12:00:00,42920.64743956,43292.63911928,42920.64743956,43292.25815005,98440.9862282
277,2022-01-12 13:00:00,43227.28018421,44055.7052495,43293.82460392,43948.5556029,319320.67976769997
278,2022-01-12 14:00:00,43696.73205984,43979.73446364,43979.73446364,43865.69763422,66683.75882748
